"","loc","lon","lat"
"3915","Chestertown , MD",-76.0690036,39.2188663
"3916","Tishomingo , MS",-88.2317103,34.6367608
"3917","Honey Grove , TX",-95.9099681,33.5834377
"3918","Salem , IN",-86.101089,38.6056131
"3919","Blaine , OH",-80.8174617,40.0679884
"3920","Germantown , MD",-77.2716502,39.1731621
"3921","Barry , IL",-91.0390246,39.6942134
"3922","Tyler , MN",-96.1352371,44.2762658
"3923","Herkimer , KS",-96.7122604,39.8894187
"3924","Brookfield , MA",-72.1022991,42.2139817
"3925","Buchanan , MI",-86.3611248,41.8272684
"3926","Mangum , OK",-99.5042561,34.8720044
"3927","Taylorsville , GA",-84.9874449,34.0862094
"3928","Shippensburg , PA",-77.5202647,40.0506453
"3929","Herlong , CA",-120.1346535,40.1439386
"3930","Seaford , NY",-73.4881809,40.6659344
"3931","Canoga Park , CA",-118.6058609,34.208254
"3932","West Stockbridge , MA",-73.3677582,42.3338097
"3933","Thief River Falls , MN",-96.1811473,48.1191353
"3934","Brighton , IA",-91.8196149,41.1747394
"3935","Warren , MI",-83.0146526,42.5144566
"3936","Goddard , KS",-97.5753256,37.6597363
"3937","Bay St. Louis , MS",-89.3300461,30.3088076
"3938","Atlanta , TX",-94.1643537,33.1137419
"3939","Monroeton , PA",-76.4740454,41.7130314
"3940","Breckenridge , MI",-84.4749978,43.4080849
"3941","Port Jefferson , NY",-73.0692732,40.9464875
"3942","Greene County , AL",-87.9334803,32.9718107
"3943","Pleasanton , NE",-99.0864775,40.967511
"3944","Malcolm , NE",-96.8627994,40.9066713
"3945","Pelham , NC",-79.4716908,36.5101391
"3946","Westfield , NC",-80.4460778,36.4760127
"3947","Lisbon , LA",-92.8651572,32.7959796
"3948","Waipahu , HI",-158.0091667,21.3866667
"3949","Sylva , NC",-83.2259803,35.3737111
"3950","Tewksbury , MA",-71.2342248,42.6106478
"3951","Christiana , DE",-75.6571802,39.6799696
"3952","Highland , IL",-89.6712008,38.7394918
"3953","Elsie , MI",-84.3869261,43.0886392
"3954","Watervliet , NY",-73.7012299,42.7300783
"3955","Verona , PA",-79.843105,40.5064571
"3956","Keeseville , NY",-73.4801348,44.5050479
"3957","Twentynine Palms , CA",-116.0541689,34.1355582
"3958","Lima , NY",-77.6192447,42.8975076
"3959","Whitmire , SC",-81.6114932,34.5029145
"3960","Hudson , WI",-92.7568703,44.9746896
"3961","Dinuba , CA",-119.3870656,36.5432837
"3962","Winchester , IL",-90.4562355,39.6297689
"3963","Littlestown , PA",-77.0880385,39.744544
"3964","Breese , IL",-89.5270306,38.6106042
"3965","Downsville , NY",-74.9957197,42.0809203
"3966","Ogden , PA",-75.4561444,39.8303433
"3967","Schofield , MO",-93.2065782,37.5522632
"3968","Hoytville , PA",-77.2988656,41.5878494
"3969","Jobstown , NJ",-74.7015158,40.0359864
"3970","Zion , MD",-75.965278,39.675556
"3971","Preston , IA",-90.3960275,42.0502844
"3972","Woodford , VT",-73.0795486,42.8803576
"3973","Vermilion , OH",-82.3646068,41.4219889
"3974","Moline , IL",-90.5151342,41.5067003
"3975","Sac Bay , MI",-86.6917988,45.6499815
"3976","South Norwalk , CT",-73.4187303,41.0937079
"3977","Scribner , NE",-96.6658622,41.6666663
"3978","Ross , CA",-122.5549775,37.9624239
"3979","Gayville , SD",-97.1722732,42.8880517
"3980","Hallettsville , TX",-96.9410929,29.4438528
"3981","Ashland , KY",-82.6379387,38.4784144
"3982","Gatewood , MO",-91.0896886,36.5768247
"3983","Shelbiana , KY",-82.4929293,37.4253803
"3984","Tularosa , NM",-106.0186025,33.073973
"3985","Lebanon , IN",-86.4691677,40.0483744
"3986","Gilbert , AZ",-111.789027,33.3528264
"3987","San Diego , TX",-98.2388953,27.7639145
"3988","Porterdale , GA",-83.8937954,33.5751146
"3989","Watsonville , CA",-121.7568946,36.910231
"3990","Murray , KY",-88.314761,36.6103334
"3991","Caney Springs , TN",-86.7630544,35.607292
"3992","Denmark , WI",-87.8273152,44.3477717
"3993","West Wyoming , PA",-75.8460288,41.3198024
"3994","Kosciusko , MS",-89.5875764,33.0576295
"3995","Scituate , MA",-70.7258633,42.195929
"3996","West New York , NJ",-74.0143064,40.7878788
"3997","William Penn , PA",-75.2560291,40.2020484
"3998","Muncy , PA",-76.7855152,41.2056373
"3999","Lewistown , MT",-109.428238,47.0624732
"4000","Gretna , LA",-90.0539603,29.9146493
"4001","Orme , TN",-85.8046966,35.0120262
"4002","Farmersville , CA",-119.2067767,36.2977283
"4003","Moline , MI",-85.6638884,42.739038
"4004","Agnew , CA",-121.9591252,37.3946625
"4005","Nixa , MO",-93.294353,37.0433863
"4006","Gifford , PA",-78.5964139,41.8581186
"4007","Salamanca , NY",-78.7150311,42.1578412
"4008","Newville , PA",-77.3985963,40.1731433
"4009","Morristown , TN",-83.2948922,36.2139814
"4010","Volga , SD",-96.9264476,44.32358
"4011","Boyceville , WI",-92.0410145,45.0435742
"4012","Cherry Valley , PA",-79.7989406,41.1570056
"4013","Elm City , NC",-77.863315,35.8065455
"4014","Miami , AZ",-110.8687232,33.3992217
"4015","Paw Paw , MI",-85.8911246,42.2178171
"4016","Chepachet , RI",-71.6714162,41.9152194
"4017","Petty , TX",-95.8099649,33.6026043
"4018","West Point , GA",-85.1832746,32.8779056
"4019","Blakely , PA",-75.5946319,41.4809138
"4020","Pennington Gap , VA",-83.0271115,36.7584219
"4021","Divernon , IL",-89.6573192,39.5656082
"4022","Biddeford , ME",-70.4533844,43.4925843
"4023","Ashland , OR",-122.7094767,42.1945758
"4024","Hayneville , AL",-86.5802533,32.1840315
"4025","Columbia , LA",-92.0779129,32.1051567
"4026","Forest Home , AL",-86.8427575,31.8623735
"4027","Theresa , NY",-75.797165,44.2153329
"4028","Fort Belvoir , VA",-77.1542684,38.7188716
"4029","Fort Thomas , KY",-84.4471633,39.0750607
"4030","Union , MO",-91.0084762,38.4500517
"4031","Richmond , KY",-84.2946539,37.7478572
"4032","Paris , AR",-93.7299173,35.2920325
"4033","Dallas , MI",-84.7942091,42.998424
"4034","Lambertville , MI",-83.624201,41.7529088
"4035","Heidelberg , PA",-80.0908886,40.3922914
"4036","Woodsville , NH",-72.0367187,44.1512867
"4037","Clairton , PA",-79.881715,40.292292
"4038","Cherry Flats , PA",-77.1746933,41.7317401
"4039","Talladega , AL",-86.1058048,33.4359416
"4040","Parker , SD",-97.1364454,43.3974827
"4041","Chicopee Falls , MA",-72.5759218,42.1520377
"4042","Mountville , GA",-84.8807671,33.0392918
"4043","Enterprise , AL",-85.8552161,31.3151708
"4044","Westport , NY",-73.4637448,44.1833826
"4045","Costa Mesa , CA",-117.9047429,33.6638439
"4046","Stoddard , WI",-91.2184666,43.6619143
"4047","Oakdale , PA",-80.1856134,40.3981246
"4048","Charleston , IL",-88.1761521,39.4961458
"4049","Cornwall , PA",-76.4060727,40.2737035
"4050","Gillespie , IL",-89.8195407,39.1297692
"4051","Urbana , IL",-88.2072697,40.1105875
"4052","Longmont , CO",-105.1019275,40.1672068
"4053","Graettinger , IA",-94.751303,43.237733
"4054","Wanamie , PA",-76.0354803,41.1734158
"4055","Camden , NY",-75.747964,43.3345138
"4056","Mount Vernon , KY",-84.3404919,37.3528615
"4057","Windsor , OH",-80.9342579,41.535055
"4058","Fremont , NC",-77.9747086,35.5454378
"4059","Corning , OH",-82.0881995,39.6025696
"4060","Jefferson County , KY",-85.643487,38.1938097
"4061","Middletown , KY",-85.5388489,38.2453487
"4062","Shabbona Grove , IL",-88.8556405,41.7325297
"4063","Zebulon , NC",-78.3147199,35.8243208
"4064","Jonesport , ME",-67.6030098,44.5310454
"4065","Big Bend , WI",-88.2067573,42.8814034
"4066","Azle , TX",-97.5458565,32.8951262
"4067","Fort Sullivan , TX",-98.563633,26.2775706
"4068","Payson , UT",-111.7321518,40.0443989
"4069","Pontotoc , MS",-88.998673,34.2478831
"4070","Fort Monroe , VA",-76.3073197,37.0040553
"4071","Clifton Park , NY",-73.8183804,42.844668
"4072","Valley Springs , CA",-120.8291033,38.1915856
"4073","Marine , IL",-89.7775939,38.7864361
"4074","Booneville , IN",-87.2741723,38.0492131
"4075","La Jolla , CA",-117.2712717,32.8328112
"4076","Blackwell , OK",-97.2828207,36.8044767
"4077","Big Beaver , MI",-83.1240947,42.5628123
"4078","Rosston , PA",-79.5514345,40.7508976
"4079","Vaughan , MS",-90.0417518,32.8065226
"4080","Bethpage , TN",-86.3122092,36.4821318
"4081","Ensley , AL",-86.8965344,33.5116331
"4082","Dante , VA",-82.2976424,36.9784384
"4083","Applegate , OR",-123.1683833,42.2570662
"4084","Sharon , WI",-88.7289927,42.5025165
"4085","Clinton , WI",-88.865107,42.5577925
"4086","Howell , MI",-83.9293952,42.6072552
"4087","Fremont , NE",-96.4981467,41.4333909
"4088","Everett Springs , GA",-85.1138377,34.4948088
"4089","Taylorville , IL",-89.294533,39.548935
"4090","Agoura Hills , CA",-118.7616764,34.1533395
"4091","Grove City , PA",-80.0886703,41.1578377
"4092","Goshen , UT",-111.9007716,39.9530088
"4093","Elkhorn , NE",-96.2368465,41.2831958
"4094","Grantfork , IL",-89.6656453,38.8300469
"4095","Havelock , ND",-102.7332608,46.4828579
"4096","St. Charles , MI",-84.1428734,43.2994596
"4097","Kankakee , IL",-87.8611531,41.1200325
"4098","Northfield , IL",-87.7808967,42.09975
"4099","Williamstown , MA",-73.2036898,42.7120196
"4100","Placentia , CA",-117.8627548,33.8710729
"4101","Orr , OK",-97.5355785,34.0320422
"4102","Seymour , IL",-88.4265852,40.1068855
"4103","Bound Brook , NJ",-74.5384889,40.5684363
"4104","Cherryvale , KS",-95.5524788,37.270344
"4105","Niantic , IL",-89.1661942,39.8539297
"4106","Odenton , MD",-76.7002462,39.0839981
"4107","Dunlap , TN",-85.3905209,35.3714575
"4108","Newton , NC",-81.2214708,35.6698552
"4109","Corsicana , TX",-96.4688727,32.0954304
"4110","Rural Retreat , VA",-81.2759341,36.8937298
"4111","Ardmore , OK",-97.1436254,34.1742611
"4112","Salem , OH",-80.8567501,40.9008923
"4113","Demopolis , AL",-87.836402,32.5176361
"4114","Pauls Valley , OK",-97.2222451,34.7400809
"4115","Blue Creek , OH",-83.330186,38.7775738
"4116","Brookneal , VA",-78.9441801,37.0501416
"4117","Gretna , VA",-79.3589134,36.9537526
"4118","Waunakee , WI",-89.4556749,43.1919373
"4119","NA , MD",-77.4837306,38.3100569
"4120","Emporia , KS",-96.1816626,38.403903
"4121","Bridgehampton , NY",-72.3009158,40.9378777
"4122","Dustin , OK",-96.0308347,35.2706529
"4123","St. Paul , OR",-122.9767662,45.2112295
"4124","Frontenac , KS",-94.689127,37.4556049
"4125","Orange Prairie , IL",-89.6698217,40.7775371
"4126","Schleswig , IA",-95.4369432,42.1652658
"4127","Ida Grove , IA",-95.4716235,42.3462987
"4128","Cisco , TX",-98.9792336,32.3881861
"4129","Edison , NJ",-74.4120953,40.5187154
"4130","Pleasanton , CA",-121.8757968,37.6604484
"4131","Hillside , IL",-87.9028398,41.8778084
"4132","Hudson , MI",-84.3538359,41.8550479
"4133","Higganum , CT",-72.5570348,41.4970432
"4134","Gettysburg , PA",-77.2310955,39.8309293
"4135","Curlew , WA",-118.5995124,48.8835848
"4136","Witherbee , NY",-73.5333522,44.0875411
"4137","Little Falls , MN",-94.3694444,45.9805556
"4138","Tompkinsville , KY",-85.6916396,36.7022797
"4139","Mankato , MN",-93.9993996,44.1635775
"4140","Trout Creek , MI",-89.0670971,46.4547406
"4141","Georgetown , KY",-84.5588311,38.2097967
"4142","Hebron , CT",-72.3659161,41.6578767
"4143","Collierville , TN",-89.6645266,35.042036
"4144","Saugus , MA",-71.0110473,42.4651421
"4145","Reed , OK",-99.6956514,34.9006134
"4146","Taylorsville , NC",-81.1768813,35.9216748
"4147","Lakeport , CA",-122.9158293,39.0429506
"4148","Flemington , WV",-80.1320277,39.2664815
"4149","Morristown , NJ",-74.4815438,40.7967667
"4150","Newport , VA",-80.4953334,37.2942935
"4151","Yuma , AZ",-114.6276916,32.6926512
"4152","Princess Anne , MD",-75.692427,38.2028993
"4153","Vergennes , VT",-73.2540111,44.1672771
"4154","Apalachicola , FL",-84.9832435,29.7257675
"4155","Borden , IN",-85.9458044,38.4667284
"4156","Heilwood , PA",-78.915029,40.6209007
"4157","Leesburg , GA",-84.1707423,31.7321156
"4158","Woodland , MI",-85.1336129,42.7267014
"4159","St. Wendelin , OH",-81.6997389,41.481842
"4160","Mount Morris , IL",-89.4312201,42.0503062
"4161","Flatwoods , KY",-82.7171081,38.5225804
"4162","Tipp City , OH",-84.1721638,39.9583892
"4163","Langdale , AL",-85.1711157,32.8130845
"4164","Taylor County , WV",-79.9640339,39.3417635
"4165","Bainbridge , GA",-84.5754699,30.9037995
"4166","Sayre , PA",-76.515499,41.9789631
"4167","Holcomb , MO",-90.0237041,36.3992284
"4168","Siloam Springs , AR",-94.5404962,36.1881365
"4169","Hancock , MD",-78.1863789,39.7000024
"4170","Toddspoint , KY",-85.3457908,38.2842367
"4171","Guthrie , OK",-97.4253185,35.878937
"4172","Barton , OH",-80.8411992,40.1072933
"4173","Walhalia , SC",-83.0640417,34.7648176
"4174","Blocton , AL",-87.1249954,33.1181748
"4175","Gibson City , IL",-88.3758875,40.4653118
"4176","Arlington , IL",-89.2492531,41.4736452
"4177","Findlay , OH",-83.6499321,41.04422
"4178","Winborn , MS",-89.2731292,34.6312104
"4179","Milligan College , TN",-82.2956653,36.3010824
"4180","Boaz , AL",-86.1520969,34.2031662
"4181","Salitpa , AL",-88.02,31.629444
"4182","Clarkton , NC",-78.6561257,34.4873922
"4183","Amherst , NH",-71.6253487,42.8614748
"4184","Brandywine , MD",-76.8477485,38.6967833
"4185","Kennedy , AL",-87.9844674,33.5870574
"4186","Markle , IN",-85.3355282,40.8292133
"4187","Frierson , LA",-93.6899007,32.2518252
"4188","Winchester , IN",-84.9813549,40.1719892
"4189","Owego , NY",-76.2621549,42.1034075
"4190","St. Charles , IL",-88.3086867,41.9141945
"4191","Lynx , OH",-83.4129666,38.7731289
"4192","Glenside , PA",-75.1527928,40.0999077
"4193","Scott AFB , IL",-89.8551818,38.5426987
"4194","Burchard , NE",-96.3502917,40.1475004
"4195","Land O' Lakes , FL",-82.4575938,28.2188992
"4196","Maxwell , PA",-79.9700508,40.0106294
"4197","Johnsville , CA",-120.6954985,39.7607303
"4198","North Branch , MN",-92.9931054,45.5102135
"4199","Sheffield , PA",-79.035595,41.7039499
"4200","Torrington , CT",-73.1211715,41.8003049
"4201","Boyce , TX",-96.7377716,32.3781983
"4202","New Port Richey , FL",-82.7192671,28.2441768
"4203","Rittman , OH",-81.7820775,40.9781103
"4204","Kiowa , OK",-95.8991586,34.7206515
"4205","Claremore , OK",-95.61609,36.3125963
"4206","Wolcott , IN",-87.0416838,40.7580949
"4207","Lake Mills , WI",-88.9117742,43.0813888
"4208","Water Valley , MS",-89.6314736,34.1514989
"4209","Birmingham , MI",-83.2113192,42.5467012
"4210","Elkhorn , WI",-88.5445447,42.6727927
"4211","Pierpont , OH",-80.5684068,41.7492217
"4212","Elanora , PA",153.45,-28.133
"4213","Thorofare , NJ",-75.1969346,39.8422093
"4214","Carson , CA",-118.281693,33.8316745
"4215","Sidney , NE",-102.9774497,41.1448219
"4216","Osceola , AR",-89.969532,35.7050778
"4217","Thomson , GA",-82.5045733,33.4706927
"4218","Corunna , MI",-84.117745,42.9819728
"4219","Jennings , LA",-92.657085,30.2224284
"4220","Mobeetie , TX",-100.4391017,35.5113572
"4221","Raubsville , PA",-75.1929533,40.6356554
"4222","Brookings , SD",-96.7983877,44.3113573
"4223","Columbus , TX",-96.5396933,29.7066232
"4224","Bloomfield , IA",-92.4149074,40.7516884
"4225","Danbury , NC",-80.2058831,36.4093047
"4226","Fort Lyon , CO",-103.1248283,38.1005174
"4227","Harrington , ME",-67.8109953,44.6193327
"4228","Chouteau , OK",-95.3430239,36.1859301
"4229","Sauquoit , NY",-75.2600438,43.0041276
"4230","Lufkin , TX",-94.729097,31.3382406
"4231","Brentwood , TN",-86.7827772,36.0331164
"4232","Lincoln , IL",-89.3648183,40.1483768
"4233","Del City , OK",-97.4408698,35.4420062
"4234","Pooler , GA",-81.2470574,32.115481
"4235","Crystal Springs , MS",-90.3570353,31.987378
"4236","Florence , AZ",-111.3873431,33.0314508
"4237","Athens , AL",-86.9716741,34.8028661
"4238","Tanner , AL",-86.9705632,34.7314786
"4239","Ojai , CA",-119.242889,34.4480495
"4240","Dike , TX",-95.482174,33.238724
"4241","Silver City , MS",-90.4967573,33.0965153
"4242","Bryson City , NC",-83.4473809,35.4309291
"4243","Yarmouth Port , MA",-70.2133591,41.7088078
"4244","Maplewood , MN",-92.9952153,44.9530215
"4245","Ekron , KY",-86.1794144,37.9292349
"4246","Leipsic , OH",-83.9846655,41.0983846
"4247","Hill City , TN",-85.3097442,35.073567
"4248","Seymour , CT",-73.0747534,41.397146
"4249","Phoenix , NY",-76.3007639,43.2311794
"4250","Otsego , MI",-85.696406,42.4605904
"4251","Wailuku , HI",-156.5047222,20.8911111
"4252","Summerfield , IL",-89.751762,38.5972705
"4253","Monterey , CA",-121.8946761,36.6002378
"4254","Bangor , AL",-86.7566633,33.974544
"4255","Princeton , NJ",-74.6672226,40.3572976
"4256","Greenville , PA",-80.3911785,41.404499
"4257","Ackley , IA",-93.0529775,42.555534
"4258","Woodside , NY",-73.9068973,40.7532952
"4259","Lanesville , IN",-85.9858008,38.2370131
"4260","Carthage , OH",-84.485014,39.1958689
"4261","Oaklawn , IL",-87.7479528,41.719978
"4262","Century , FL",-87.2638628,30.9732384
"4263","Parsons , PA",-75.8479485,41.2570914
"4264","West Pittston , PA",-75.7981902,41.3305113
"4265","Sauk Rapids , MN",-94.1661011,45.5919097
"4266","Rochester , MN",-92.4801989,44.0121221
"4267","Wood River , IL",-90.0976069,38.861159
"4268","Brainerd , MN",-94.2020084,46.3526733
"4269","Bethany , OK",-97.6322639,35.5186678
"4270","Eastland , TX",-98.8175623,32.4015198
"4271","LaRue , TX",-95.6746828,32.1168234
"4272","Allegany , NY",-78.4941887,42.0900647
"4273","Williamsburg , IN",-84.9971112,39.9505592
"4274","Arkadelphia , AR",-93.0537839,34.1209292
"4275","Pacifica , CA",-122.4869194,37.6138253
"4276","Trevose , PA",-74.9822461,40.138576
"4277","Pikeville , KY",-82.5187629,37.4792672
"4278","Barksdale , TX",-100.035966,29.7261598
"4279","Arizona , LA",-92.9576596,32.7890359
"4280","Catawissa , PA",-76.45967,40.9520312
"4281","Rhems , SC",-79.4411685,33.5929449
"4282","Caney , KS",-95.9352584,37.0114608
"4283","Mathews , AL",-86.0038841,32.2652564
"4284","Ware Station , IL",-89.3939793,37.4478273
"4285","Morganette , WV",-80.4549026,38.5976262
"4286","Lead , SD",-103.7651984,44.3522065
"4287","Morocco , IN",-87.4533626,40.9461457
"4288","Spartanburg , IN",-81.9320482,34.9495672
"4289","Monticello , SC",-81.2984285,34.3526459
"4290","Colquitt , GA",-84.7332527,31.1712935
"4291","Clarksboro , NJ",-75.2240549,39.7997523
"4292","Central City , IL",-89.127014,38.5489379
"4293","Grand Island , NE",-98.3420118,40.9263957
"4294","Vienna , LA",-92.6479275,32.5909817
"4295","Orleans , IN",-86.4516557,38.6617205
"4296","Louisville , IL",-88.5025485,38.772269
"4297","DeFuniak Springs , FL",-86.1152184,30.7210227
"4298","Floral Park , NY",-73.7048532,40.7237133
"4299","Ambler , PA",-75.2215651,40.1545535
"4300","Glen Easton , WV",-80.6481377,39.8334111
"4301","Gillett , PA",-76.7952063,41.9518716
"4302","Fillmore , IL",-89.2789678,39.1153229
"4303","Morganton , NC",-81.6848188,35.7454071
"4304","Flat , OH",-82.8590592,41.2348571
"4305","Longbranch , WA",-122.7567994,47.208985
"4306","Jerome , AZ",-112.1137716,34.7489107
"4307","Port Angeles , WA",-123.4307413,48.118146
"4308","Perris , CA",-117.2286478,33.7825194
"4309","Brewster , WA",-119.7806166,48.0959784
"4310","Fort Dix , NJ",-74.61849,40.0298354
"4311","Mebane , NC",-79.2669619,36.0959715
"4312","Groveton , TX",-95.1257691,31.0549071
"4313","Oxford , MS",-89.518635,34.3668299
"4314","Princeton , NE",-96.7047431,40.5736127
"4315","Parkville , MO",-94.6821806,39.1950029
"4316","Audenried , PA",-75.991593,40.9106414
"4317","Coffee , AL",-86.0121573,31.4751172
"4318","Aberdeen , MD",-76.1641197,39.5095556
"4319","Bolton , NC",-78.4019497,34.3207243
"4320","Industry , PA",-80.4161761,40.6445099
"4321","Emlenton , PA",-79.7078274,41.1772836
"4322","Dorset , OH",-80.667301,41.6803328
"4323","McCoysville , PA",-77.5677683,40.4531342
"4324","Liverpool , PA",-76.9891453,40.5748067
"4325","Eatontown , NJ",-74.0509725,40.2962222
"4326","Liberty , TX",-94.7954783,30.057993
"4327","Driftwood , PA",-78.134172,41.3397846
"4328","Anita , PA",-78.9649795,41.0004233
"4329","West Warwick , RI",-71.5215024,41.7036711
"4330","Oregon , IL",-89.3323279,42.0147513
"4331","Portland , IN",-84.9777455,40.4344895
"4332","Pahala , HI",-155.4774719,19.202572
"4333","Dexter , TX",-96.9636182,33.8187146
"4334","Pineland , TX",-93.9743556,31.2479659
"4335","Cripple Creek , CO",-105.1783149,38.7466555
"4336","Owenton , KY",-84.8418926,38.536456
"4337","Winchester , KS",-95.2669155,39.3222209
"4338","Artesia , MS",-88.6439366,33.4153994
"4339","Cruger , MS",-90.2323062,33.3209564
"4340","Carrollton , GA",-85.0766113,33.5801103
"4341","Wardner , ID",-116.1340545,47.5227008
"4342","Spencer County , KY",-85.3136218,38.0123167
"4343","Westerly , RI",-71.8272871,41.3775987
"4344","South Acton , MA",-71.453674,42.4584265
"4345","Floyd , AR",-91.9676445,35.1948069
"4346","Wellsburg , WV",-80.6095187,40.2720146
"4347","Bolton , MA",-71.6078449,42.4334258
"4348","Whitehall , NY",-73.4037234,43.5556231
"4349","Pleasant Ridge , OH",-84.4289033,39.181768
"4350","East Millsboro , PA",-79.9999909,39.9804411
"4351","Greenbrier , TN",-86.8047199,36.4275477
"4352","Ash Flat , AR",-91.6084751,36.2239566
"4353","Spring Garden , VA",-79.3047443,36.7804147
"4354","Sandusky , NY",-78.3844612,42.4958961
"4355","East Point , GA",-84.4393724,33.6795531
"4356","Sparta , TN",-85.4641421,35.9258985
"4357","Memphis , MI",-82.7688134,42.8964179
"4358","Los Altos , CA",-122.1141298,37.3852183
"4359","Franklin , NC",-83.3815429,35.1823171
"4360","Penacook , NH",-71.5990999,43.2801927
"4361","Deberry , TX",-94.1667198,32.3036857
"4362","Martinsburg , MO",-91.647664,39.1022618
"4363","Mount Pleasant , PA",-79.5411497,40.1489607
"4364","Burley , ID",-113.7927948,42.5357428
"4365","Klingerstown , PA",-76.6894161,40.6603706
"4366","Lake Forest , CA",-117.6861023,33.6469437
"4367","Ozark , AL",-85.640289,31.459017
"4368","Danielson , CT",-71.8859054,41.8025986
"4369","Lakeview , OR",-120.345792,42.1887721
"4370","Southern Pines , NC",-79.3922539,35.1740471
"4371","Macon , MO",-92.4726859,39.7422561
"4372","Kuttawa , KY",-88.1325257,37.0589425
"4373","Norwood , NC",-80.1189477,35.2195898
"4374","Portales , NM",-103.3343978,34.1861922
"4375","Clackamas , OR",-122.5703692,45.4076205
"4376","Philmont , NY",-73.653176,42.248421
"4377","Agawam , MA",-72.6148117,42.0695391
"4378","Fleetwood , PA",-75.8179764,40.4539828
"4379","Columbia Station , OH",-81.9468279,41.3129972
"4380","Milford , IL",-87.6961395,40.6283696
"4381","Greer , SC",-82.2270568,34.9387279
"4382","Oakland City , IN",-87.3450132,38.3386591
"4383","Springvale , ME",-70.7936699,43.4667484
"4384","Hamburg , PA",-75.9818772,40.5556484
"4385","Ferndale , MI",-83.1346478,42.4605917
"4386","Citronelle , AL",-88.2280622,31.0907338
"4387","Rancho Palos Verdes , CA",-118.3870173,33.7444613
"4388","Warrenton , NC",-78.1552706,36.3984803
"4389","Platteville , WI",-90.4784621,42.73416
"4390","Cloverdale , CA",-123.0172227,38.8054624
"4391","Beaulieu , MN",-95.8044794,47.3355157
"4392","Ooltewah , TN",-85.0817091,35.0712154
"4393","Clarksville , VA",-78.5569449,36.6240297
"4394","Amherst , OH",-82.2223774,41.3978217
"4395","Crabapple , GA",-84.3385359,34.0900982
"4396","Natrona , PA",-79.7233897,40.612558
"4397","Hoyleton , IL",-89.2742452,38.4417163
"4398","Ridgewood , NY",-73.9018292,40.7043986
"4399","Granville , IL",-89.2275863,41.2611471
"4400","Coleman , MI",-84.5858431,43.7566946
"4401","Bullard , TX",-95.320229,32.1398804
"4402","Milford , NE",-97.0505887,40.7744509
"4403","Hartland , KS",-101.3885001,37.9731
"4404","Mooresville , IN",-86.37416,39.6128243
"4405","Marshall , VA",-77.8577673,38.8648561
"4406","Atoka , OK",-96.1283252,34.3859257
"4407","Cannelton , IN",-86.7444321,37.9114446
"4408","West Babylon , NY",-73.354287,40.718155
"4409","Stillwater , MN",-92.8088443,45.056004
"4410","Henryetta , OK",-95.9819429,35.4398261
"4411","Bossier City , LA",-93.7321228,32.5159852
"4412","West Mineral , KS",-94.9230182,37.2842249
"4413","Auburndale , FL",-81.7886906,28.0652975
"4414","Indiana , PA",-79.1525349,40.6214551
"4415","DeLancey , PA",-78.9609048,40.9854997
"4416","Etowah , TN",-84.5249307,35.3234065
"4417","Holmesburg , PA",-75.0154253,40.0403401
"4418","Havana , AR",-93.529634,35.1112011
"4419","Higginsport , OH",-83.9674286,38.7897929
"4420","Croton , IA",-91.690613,40.5902686
"4421","Merrillville , IN",-87.3328139,41.4828144
"4422","Barstow , CA",-117.0172826,34.8957957
"4423","Catharpin , VA",-77.5719657,38.8542087
"4424","Quitman , TX",-95.4510641,32.7959605
"4425","Stafford , KS",-98.6006375,37.9622371
"4426","Maynardville , TN",-83.7974099,36.2506364
"4427","Old Greenwich , CT",-73.5652049,41.0232624
"4428","Garfield , UT",-111.2845025,37.8400344
"4429","Chatham , VA",-79.3980806,36.8256943
"4430","Wellesley Hills , MA",-71.2786677,42.3084301
"4431","Wallington , NJ",-74.1137537,40.8531553
"4432","Nauvoo , AL",-87.4889033,33.9895503
"4433","Hidden Hills , CA",-118.6647537,34.1648798
"4434","Leslie , MO",-91.2320949,38.4178279
"4435","Yorba Linda , CA",-117.8132571,33.8885035
"4436","Southington , CT",-72.8776013,41.5964869
"4437","Venice , IL",-90.169832,38.6722727
"4438","Jerseytown , PA",-76.5849436,41.0896862
"4439","Shickshinny , PA",-76.1502078,41.1531388
"4440","Brimfield , OH",-81.3464968,41.1000566
"4441","Van Wert County , OH",-84.564147,40.871234
"4442","Lafferty , OH",-81.0191284,40.1113155
"4443","Bogota , NJ",-74.0298621,40.8762106
"4444","Patchogue , NY",-73.019343,40.7659783
"4445","Limeport , PA",-75.4471264,40.5089877
"4446","Harvel , IL",-89.5323151,39.3561612
"4447","Wales Center , NY",-78.5300228,42.7683934
"4448","Anacortes , WA",-122.6126718,48.5126045
"4449","South Wales , NY",-78.5771072,42.7070525
"4450","Groveport , OH",-82.888276,39.8532057
"4451","New Bedford , OH",-81.7651307,40.444788
"4452","Overland , MO",-90.3623381,38.7011626
"4453","Gratz , PA",-76.7185777,40.6117522
"4454","Fostoria , MI",-83.3718948,43.2533586
"4455","New Richmond , OH",-84.2799366,38.9486757
"4456","Guyandotte , WV",-82.3851517,38.4270282
"4457","Deport , TX",-95.3157832,33.5262198
"4458","Ruby , NY",-74.0148606,42.0181472
"4459","London , AR",-93.2529553,35.328973
"4460","Miles City , MT",-105.8405582,46.4083362
"4461","Niles , MI",-86.2541768,41.8297694
"4462","Brownsville , TX",-97.4974838,25.9017472
